Shipment ID,Order ID,Ship Date,Ship Mode,Segment,Country,City,State,Postal Code,Region
8398,CA-2017-120061,11/7/2017,Second Class,Home Office,United States,Springfield,Ohio,45503,East
8399,CA-2015-133837,4/18/2015,Standard Class,Consumer,United States,Glendale,Arizona,85301,West
8400,CA-2015-110814,12/9/2015,Second Class,Consumer,United States,New York City,New York,10009,East
8403,CA-2016-154067,2/7/2016,Standard Class,Corporate,United States,Los Angeles,California,90036,West
8404,CA-2017-140480,7/12/2017,Standard Class,Corporate,United States,Newark,Delaware,19711,East
8409,CA-2015-134082,12/17/2015,Standard Class,Home Office,United States,San Bernardino,California,92404,West
8410,CA-2016-130820,11/15/2016,Same Day,Corporate,United States,Burlington,North Carolina,27217,South
8411,CA-2016-159765,5/12/2016,Second Class,Consumer,United States,Salem,Virginia,24153,South
8412,CA-2017-132290,3/14/2017,Standard Class,Consumer,United States,Dallas,Texas,75217,Central
8413,CA-2016-147109,12/21/2016,Standard Class,Corporate,United States,Arlington,Texas,76017,Central
8415,CA-2017-107265,4/12/2017,Standard Class,Home Office,United States,Marion,Iowa,52302,Central
8416,CA-2017-118199,5/11/2017,First Class,Home Office,United States,Seattle,Washington,98105,West
8421,CA-2017-150091,10/16/2017,Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East
8425,CA-2016-137652,8/30/2016,First Class,Corporate,United States,Cincinnati,Ohio,45231,East
8426,CA-2015-128356,10/7/2015,Standard Class,Consumer,United States,Thornton,Colorado,80229,West
8427,CA-2017-167017,11/25/2017,First Class,Consumer,United States,Roseville,Michigan,48066,Central
8428,US-2017-132220,11/16/2017,Standard Class,Corporate,United States,Tempe,Arizona,85281,West
8429,CA-2016-118129,12/21/2016,Second Class,Consumer,United States,Reading,Pennsylvania,19601,East
8430,US-2014-113124,4/5/2014,Standard Class,Consumer,United States,Apple Valley,Minnesota,55124,Central
8431,CA-2017-155621,11/13/2017,Standard Class,Corporate,United States,Baltimore,Maryland,21215,East
8432,US-2014-127635,9/18/2014,Second Class,Corporate,United States,Corpus Christi,Texas,78415,Central
8436,CA-2015-151470,9/26/2015,Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West
8437,CA-2015-112823,12/16/2015,Standard Class,Consumer,United States,Cleveland,Ohio,44105,East
8438,CA-2014-108861,6/1/2014,Standard Class,Consumer,United States,Seattle,Washington,98105,West
8439,CA-2017-114370,3/17/2017,Second Class,Corporate,United States,Chicago,Illinois,60623,Central
8440,CA-2016-158302,12/12/2016,Second Class,Home Office,United States,Columbus,Ohio,43229,East
8441,CA-2017-145779,5/10/2017,Standard Class,Consumer,United States,Tucson,Arizona,85705,West
8442,US-2016-155173,3/10/2016,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East
8445,CA-2017-125451,10/24/2017,First Class,Corporate,United States,Cranston,Rhode Island,2920,East
8451,CA-2014-131387,4/30/2014,First Class,Consumer,United States,San Francisco,California,94122,West
8452,CA-2016-125087,4/23/2016,Standard Class,Corporate,United States,Houston,Texas,77070,Central
8455,CA-2016-154081,5/29/2016,Standard Class,Corporate,United States,Los Angeles,California,90049,West
8456,US-2017-118556,6/2/2017,Second Class,Corporate,United States,Chicago,Illinois,60653,Central
8458,CA-2014-126200,8/29/2014,Standard Class,Consumer,United States,Houston,Texas,77070,Central
8460,CA-2014-146500,9/4/2014,Standard Class,Consumer,United States,Bristol,Connecticut,6010,East
8462,CA-2015-169537,9/7/2015,Second Class,Consumer,United States,Holland,Michigan,49423,Central
8463,CA-2014-100881,4/1/2014,Standard Class,Home Office,United States,Albuquerque,New Mexico,87105,West
8464,CA-2015-144043,5/15/2015,Standard Class,Consumer,United States,Louisville,Colorado,80027,West
8465,CA-2015-116512,4/14/2015,Standard Class,Consumer,United States,New York City,New York,10024,East
8466,CA-2015-101000,4/14/2015,Standard Class,Consumer,United States,Norwich,Connecticut,6360,East
8467,CA-2016-168557,9/23/2016,Standard Class,Corporate,United States,San Francisco,California,94122,West
8468,US-2016-164196,11/17/2016,Standard Class,Corporate,United States,Noblesville,Indiana,46060,Central
8469,US-2017-132031,4/27/2017,Standard Class,Home Office,United States,Clarksville,Tennessee,37042,South
8473,CA-2015-169733,10/26/2015,Second Class,Consumer,United States,Hollywood,Florida,33021,South
8474,CA-2017-169404,4/14/2017,Standard Class,Corporate,United States,York,Pennsylvania,17403,East
8476,CA-2017-134880,11/1/2017,Standard Class,Home Office,United States,Mesa,Arizona,85204,West
8477,CA-2015-145758,10/30/2015,Same Day,Corporate,United States,New York City,New York,10024,East
8478,CA-2017-158736,12/24/2017,Standard Class,Home Office,United States,San Francisco,California,94110,West
8479,US-2016-119270,3/16/2016,Standard Class,Consumer,United States,Los Angeles,California,90036,West
8480,CA-2014-109890,7/27/2014,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central
8481,CA-2016-138583,5/28/2016,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East
8482,US-2017-118535,2/15/2017,Standard Class,Corporate,United States,New York City,New York,10024,East
8483,CA-2016-126284,9/24/2016,Standard Class,Consumer,United States,Grand Rapids,Michigan,49505,Central
8484,CA-2017-142391,9/24/2017,Same Day,Consumer,United States,Seattle,Washington,98115,West
8485,CA-2017-124716,3/31/2017,Standard Class,Home Office,United States,Fresno,California,93727,West
8488,CA-2016-158841,2/4/2016,Second Class,Consumer,United States,Arlington,Virginia,22204,South
8491,CA-2017-106824,7/11/2017,Standard Class,Consumer,United States,Los Angeles,California,90049,West
8492,CA-2015-109190,10/28/2015,Standard Class,Consumer,United States,Lubbock,Texas,79424,Central
8495,CA-2016-143154,12/8/2016,Standard Class,Corporate,United States,Longmont,Colorado,80501,West
8496,CA-2014-169061,3/8/2014,Second Class,Consumer,United States,Yonkers,New York,10701,East
8501,CA-2015-102316,3/3/2015,Second Class,Corporate,United States,Los Angeles,California,90045,West
8503,CA-2014-164903,2/24/2014,Standard Class,Home Office,United States,Los Angeles,California,90049,West
8504,CA-2016-109400,5/6/2016,Standard Class,Consumer,United States,Amarillo,Texas,79109,Central
8505,CA-2016-130400,3/12/2016,Standard Class,Home Office,United States,Dallas,Texas,75217,Central
8508,CA-2015-135853,12/14/2015,First Class,Consumer,United States,Detroit,Michigan,48205,Central
8511,CA-2016-103359,12/26/2016,Standard Class,Consumer,United States,New York City,New York,10035,East
8512,CA-2016-144645,2/8/2016,Standard Class,Corporate,United States,Houston,Texas,77041,Central
8513,CA-2017-141614,6/9/2017,Standard Class,Corporate,United States,Orlando,Florida,32839,South
8514,CA-2015-122168,8/26/2015,Standard Class,Corporate,United States,Florence,Kentucky,41042,South
8516,CA-2016-132899,4/11/2016,Standard Class,Consumer,United States,New York City,New York,10009,East
8517,CA-2017-149720,6/7/2017,Second Class,Consumer,United States,Frisco,Texas,75034,Central
8518,CA-2017-118003,12/10/2017,Standard Class,Consumer,United States,Paterson,New Jersey,7501,East
8521,CA-2016-141887,1/15/2016,Standard Class,Home Office,United States,Columbus,Ohio,43229,East
8522,US-2016-160206,4/7/2016,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central
8523,CA-2017-133074,9/25/2017,Standard Class,Consumer,United States,San Francisco,California,94109,West
8524,CA-2017-161172,3/16/2017,Same Day,Consumer,United States,Columbus,Ohio,43229,East
8529,CA-2017-137624,11/17/2017,Standard Class,Home Office,United States,Los Angeles,California,90008,West
8530,CA-2016-156748,12/6/2016,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central
8534,CA-2015-169677,1/15/2015,Second Class,Corporate,United States,Columbus,Georgia,31907,South
8535,US-2014-163146,5/20/2014,Standard Class,Consumer,United States,San Francisco,California,94122,West
8536,CA-2015-157343,6/11/2015,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East
8539,CA-2017-147354,3/13/2017,Standard Class,Consumer,United States,Los Angeles,California,90008,West
8541,CA-2015-157287,12/23/2015,First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East
8543,CA-2014-137575,8/11/2014,Standard Class,Consumer,United States,New York City,New York,10035,East
8544,CA-2016-119074,3/31/2016,Standard Class,Corporate,United States,Columbus,Georgia,31907,South
8547,CA-2015-149566,12/10/2015,Standard Class,Corporate,United States,Los Angeles,California,90049,West
8549,CA-2015-126186,9/12/2015,First Class,Corporate,United States,Aurora,Colorado,80013,West
8550,CA-2015-121132,7/24/2015,Standard Class,Corporate,United States,Houston,Texas,77041,Central
8552,CA-2014-140473,6/3/2014,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central
8553,US-2017-102904,11/20/2017,Standard Class,Consumer,United States,Decatur,Alabama,35601,South
8554,CA-2016-102092,12/11/2016,First Class,Consumer,United States,Springfield,Virginia,22153,South
8555,CA-2015-117884,3/22/2015,Same Day,Consumer,United States,Plantation,Florida,33317,South
8557,CA-2016-132829,12/26/2016,Second Class,Corporate,United States,Houston,Texas,77041,Central
8562,CA-2016-123540,4/6/2016,Second Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central
8563,US-2017-108315,5/4/2017,Standard Class,Home Office,United States,Sanford,Florida,32771,South
8565,CA-2016-134110,11/18/2016,First Class,Consumer,United States,The Colony,Texas,75056,Central
8567,US-2016-136581,11/12/2016,First Class,Consumer,United States,Troy,Ohio,45373,East
8568,CA-2016-162390,12/12/2016,Standard Class,Corporate,United States,Hempstead,New York,11550,East
8571,CA-2016-162222,4/3/2016,Same Day,Home Office,United States,Dallas,Texas,75081,Central
8572,CA-2014-121629,12/2/2014,Standard Class,Consumer,United States,Houston,Texas,77041,Central
8573,CA-2015-164623,10/22/2015,First Class,Consumer,United States,New York City,New York,10035,East
8574,CA-2014-159849,9/19/2014,Same Day,Home Office,United States,San Francisco,California,94110,West
8575,CA-2017-101273,8/30/2017,Second Class,Consumer,United States,Port Saint Lucie,Florida,34952,South
8576,CA-2017-106747,7/4/2017,First Class,Consumer,United States,Concord,New Hampshire,3301,East
8577,CA-2017-146164,12/26/2017,Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central
8579,CA-2016-111605,1/2/2017,Standard Class,Consumer,United States,Louisville,Kentucky,40214,South
8580,CA-2014-130673,5/22/2014,Second Class,Corporate,United States,San Marcos,Texas,78666,Central
8584,CA-2014-104808,2/8/2014,Second Class,Corporate,United States,Escondido,California,92025,West
8585,US-2017-132927,12/15/2017,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East
8586,CA-2017-162015,7/18/2017,Standard Class,Corporate,United States,Los Angeles,California,90049,West
8588,CA-2015-138492,5/22/2015,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East
8589,CA-2017-145338,2/1/2017,First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East
8590,CA-2017-126676,10/1/2017,First Class,Corporate,United States,Hempstead,New York,11550,East
8591,CA-2017-101700,4/26/2017,First Class,Consumer,United States,Greeley,Colorado,80634,West
8593,CA-2017-159667,11/13/2017,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South
8595,CA-2014-111934,5/7/2014,First Class,Corporate,United States,Arlington,Virginia,22204,South
8597,US-2016-117387,10/31/2016,Standard Class,Home Office,United States,San Francisco,California,94122,West
8598,CA-2014-141110,12/1/2014,Standard Class,Corporate,United States,Fresno,California,93727,West
8602,US-2014-133949,12/31/2014,Same Day,Home Office,United States,Reno,Nevada,89502,West
8603,US-2016-116365,1/8/2016,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central
8606,CA-2017-162936,8/22/2017,Standard Class,Consumer,United States,New Bedford,Massachusetts,2740,East
8607,CA-2014-151946,6/9/2014,Standard Class,Consumer,United States,New York City,New York,10035,East
8611,CA-2017-123624,11/17/2017,Second Class,Consumer,United States,Oxnard,California,93030,West
8612,CA-2016-146437,2/1/2016,Second Class,Corporate,United States,Los Angeles,California,90036,West
8613,CA-2016-138233,11/14/2016,Standard Class,Consumer,United States,Oakland,California,94601,West
8614,CA-2016-165918,9/14/2016,Standard Class,Consumer,United States,Edmonds,Washington,98026,West
8618,CA-2017-117513,3/8/2017,Standard Class,Corporate,United States,Los Angeles,California,90004,West
8619,CA-2017-132437,9/13/2017,Second Class,Corporate,United States,New York City,New York,10024,East
8620,US-2017-119319,11/9/2017,Second Class,Consumer,United States,Dallas,Texas,75217,Central
8621,CA-2017-104318,5/18/2017,Standard Class,Corporate,United States,Franklin,Tennessee,37064,South
8622,US-2016-114230,12/1/2016,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West
8623,CA-2015-136147,11/18/2015,Standard Class,Consumer,United States,Miami,Florida,33178,South
8625,CA-2015-156118,12/12/2015,Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West
8626,CA-2015-164084,9/12/2015,Standard Class,Corporate,United States,New York City,New York,10011,East
8631,CA-2016-107783,7/29/2016,First Class,Consumer,United States,Bethlehem,Pennsylvania,18018,East
8634,CA-2017-159793,8/29/2017,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East
8635,CA-2014-160094,5/2/2014,First Class,Consumer,United States,Louisville,Kentucky,40214,South
8637,CA-2017-151281,5/2/2017,Standard Class,Consumer,United States,Seattle,Washington,98105,West
8638,CA-2017-118346,7/24/2017,First Class,Home Office,United States,Kenosha,Wisconsin,53142,Central
8639,CA-2014-129819,12/15/2014,Second Class,Corporate,United States,Henderson,Kentucky,42420,South
8640,US-2017-148551,1/16/2017,Standard Class,Corporate,United States,Dallas,Texas,75217,Central
8641,CA-2017-147767,12/2/2017,Same Day,Consumer,United States,Peoria,Arizona,85345,West
8642,CA-2015-108259,11/15/2015,Standard Class,Corporate,United States,Jacksonville,North Carolina,28540,South
8646,CA-2016-113341,11/29/2016,Standard Class,Consumer,United States,Los Angeles,California,90032,West
8647,US-2015-131842,12/8/2015,First Class,Corporate,United States,Nashville,Tennessee,37211,South
8648,CA-2016-164574,8/3/2016,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South
8650,CA-2014-142769,9/13/2014,Same Day,Consumer,United States,Seattle,Washington,98103,West
8658,CA-2016-168361,6/25/2016,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central
8659,CA-2016-153185,9/8/2016,Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East
8660,CA-2017-124765,11/30/2017,Standard Class,Consumer,United States,Fort Lauderdale,Florida,33311,South
8661,CA-2015-131856,5/17/2015,Standard Class,Consumer,United States,Houston,Texas,77041,Central
8664,CA-2017-126634,4/1/2017,Second Class,Consumer,United States,Lakewood,California,90712,West
8665,CA-2016-118500,11/18/2016,First Class,Home Office,United States,San Francisco,California,94122,West
8666,CA-2016-163951,1/2/2017,First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East
8667,CA-2016-149916,12/24/2016,Second Class,Home Office,United States,Seattle,Washington,98115,West
8669,CA-2015-158918,12/25/2015,Second Class,Consumer,United States,Los Angeles,California,90036,West
8670,US-2014-159611,1/1/2015,Second Class,Consumer,United States,Cleveland,Ohio,44105,East
8672,CA-2017-163265,2/21/2017,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central
8677,CA-2017-141705,10/26/2017,First Class,Consumer,United States,Mansfield,Texas,76063,Central
